Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,Q2 2023,Q3 2023,Q3 2023 chg,Q4 2023,Q4 2023 chg,Q1 2024,Q1 2024 chg,Q2 2024,Q2 2024 chg,Q3 2024,Q3 2024 chg,Q4 2024,Q4 2024 chg,Q1 2025,Q1 2025 chg,Q2 2025,Q2 2025 chg,Q3 2025,Q3 2025 chg,Q4 2025,Q4 2025 chg,Q1 2026,Q1 2026 chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
APO,Portfolio,,Financials,Financial Services,,Dec,Revenue,CY2026,,,,,,21812.0,,21357.667,-2.1%,20823.75,-2.5%,21972.25,+5.5%,17117.167,-22.1%,21520.833,+25.7%,20309.833,-5.6%,20308.5,-0.0%,23139.667,+13.9%,106.11,,+35.2%,-26.7%,-30.5%,-2.4%
APO,Portfolio,,Financials,Financial Services,,Dec,Revenue,CY2027,,,,,,,,,,,,29205.0,,24464.333,-16.2%,25447.5,+4.0%,29068.667,+14.2%,25862.143,-11.0%,26689.667,+3.2%,106.11,,+9.1%,-26.7%,-30.5%,-2.4%
APO,Portfolio,,Financials,Financial Services,,Dec,Revenue,CY2028,,,,,,,,,,,,,,,,,,,,28846.0,,30565.5,+6.0%,106.11,,,-26.7%,-30.5%,-2.4%
PGR,Portfolio,,Financials,Insurance,,Dec,Revenue,CY2025,74630.8,75191.167,+0.8%,78202.071,+4.0%,80684.813,+3.2%,84058.75,+4.2%,86751.706,+3.2%,88123.765,+1.6%,87618.263,-0.6%,87261.133,-0.4%,87256.778,-0.0%,86845.55,-0.5%,86689.5,-0.2%,196.38,,-1.1%,-8.3%,-7.5%,-19.0%
PGR,Portfolio,,Financials,Insurance,,Dec,Revenue,CY2026,80863.0,80860.5,-0.0%,81218.667,+0.4%,86725.0,+6.8%,91747.333,+5.8%,96009.583,+4.6%,97622.125,+1.7%,97158.278,-0.5%,96582.857,-0.6%,94853.45,-1.8%,93295.158,-1.6%,91715.556,-1.7%,196.38,,-5.6%,-8.3%,-7.5%,-19.0%
PGR,Portfolio,,Financials,Insurance,,Dec,Revenue,CY2027,88171.0,88170.5,-0.0%,88724.0,+0.6%,91185.0,+2.8%,97084.0,+6.5%,99036.5,+2.0%,100929.667,+1.9%,105857.727,+4.9%,105070.1,-0.7%,102250.313,-2.7%,100495.111,-1.7%,97705.278,-2.8%,196.38,,-7.7%,-8.3%,-7.5%,-19.0%
PGR,Portfolio,,Financials,Insurance,,Dec,Revenue,CY2028,,,,,,111264.0,,105653.5,-5.0%,108011.0,+2.2%,109733.5,+1.6%,112676.0,+2.7%,110134.333,-2.3%,108406.667,-1.6%,102859.25,-5.1%,101774.9,-1.1%,196.38,,-9.7%,-8.3%,-7.5%,-19.0%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,,Dec,Revenue,CY2025,14615.762,16239.909,+11.1%,14014.947,-13.7%,12763.857,-8.9%,14165.364,+11.0%,15169.682,+7.1%,15749.429,+3.8%,16669.476,+5.8%,17798.4,+6.8%,18990.478,+6.7%,19920.962,+4.9%,19984.231,+0.3%,316.85,,+19.9%,-24.9%,-28.1%,+94.9%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,,Dec,Revenue,CY2026,18342.545,20158.0,+9.9%,15976.8,-20.7%,15236.0,-4.6%,16733.875,+9.8%,17988.0,+7.5%,19116.133,+6.3%,19742.952,+3.3%,21761.0,+10.2%,23723.955,+9.0%,25346.6,+6.8%,26802.2,+5.7%,316.85,,+35.8%,-24.9%,-28.1%,+94.9%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,,Dec,Revenue,CY2027,22718.7,25009.833,+10.1%,20709.625,-17.2%,18297.667,-11.6%,20279.75,+10.8%,22215.375,+9.5%,24822.875,+11.7%,23717.5,-4.5%,26312.643,+10.9%,29942.063,+13.8%,31213.6,+4.2%,33017.957,+5.8%,316.85,,+39.2%,-24.9%,-28.1%,+94.9%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,,Dec,Revenue,CY2028,26645.333,28660.091,+7.6%,24500.8,-14.5%,21711.625,-11.4%,23433.571,+7.9%,25808.714,+10.1%,29046.833,+12.5%,27384.0,-5.7%,32489.143,+18.6%,37349.111,+15.0%,38003.385,+1.8%,40898.0,+7.6%,316.85,,+49.3%,-24.9%,-28.1%,+94.9%
APP,Portfolio,,Information Technology,Software & Services,,Dec,Revenue,CY2025,3523.067,3767.5,+6.9%,4254.25,+12.9%,4501.222,+5.8%,4921.833,+9.3%,5106.727,+3.8%,5631.077,+10.3%,5713.5,+1.5%,5602.538,-1.9%,5641.0,+0.7%,5683.219,+0.7%,5677.333,-0.1%,412.68,,-0.6%,-38.8%,-33.1%,+88.1%
APP,Portfolio,,Information Technology,Software & Services,,Dec,Revenue,CY2026,3626.4,3786.5,+4.4%,5524.0,+45.9%,4879.1,-11.7%,5562.364,+14.0%,5852.929,+5.2%,6771.571,+15.7%,6966.56,+2.9%,6813.458,-2.2%,7708.783,+13.1%,7792.677,+1.1%,8005.032,+2.7%,412.68,,+14.9%,-38.8%,-33.1%,+88.1%
APP,Portfolio,,Information Technology,Software & Services,,Dec,Revenue,CY2027,3940.0,3620.5,-8.1%,6232.0,+72.1%,4896.25,-21.4%,5998.667,+22.5%,6449.75,+7.5%,8020.714,+24.4%,8406.294,+4.8%,8519.176,+1.3%,9470.789,+11.2%,9921.708,+4.8%,10354.517,+4.4%,412.68,,+23.2%,-38.8%,-33.1%,+88.1%
APP,Portfolio,,Information Technology,Software & Services,,Dec,Revenue,CY2028,4110.0,3710.5,-9.7%,6796.0,+83.2%,5135.333,-24.4%,6463.667,+25.9%,6958.25,+7.7%,8842.6,+27.1%,10667.714,+20.6%,10473.125,-1.8%,12176.111,+16.3%,12641.091,+3.8%,12931.611,+2.3%,412.68,,+21.2%,-38.8%,-33.1%,+88.1%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,,Jan,Revenue,CY2025,3236.5,3235.643,-0.0%,3134.737,-3.1%,3105.476,-0.9%,3043.957,-2.0%,3032.96,-0.4%,3057.0,+0.8%,3049.714,-0.2%,3098.929,+1.6%,3140.963,+1.4%,3169.536,+0.9%,3169.607,+0.0%,174.64,,+3.9%,-21.8%,-26.6%,-18.3%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,,Jan,Revenue,CY2026,3717.333,3615.75,-2.7%,3497.75,-3.3%,3483.111,-0.4%,3412.909,-2.0%,3401.5,-0.3%,3446.917,+1.3%,3422.192,-0.7%,3462.929,+1.2%,3512.821,+1.4%,3573.069,+1.7%,3595.741,+0.6%,174.64,,+5.1%,-21.8%,-26.6%,-18.3%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,,Jan,Revenue,CY2027,4250.333,4081.5,-4.0%,3945.25,-3.3%,3915.0,-0.8%,3829.75,-2.2%,3779.75,-1.3%,3957.0,+4.7%,3867.154,-2.3%,3922.538,+1.4%,3968.333,+1.2%,4005.32,+0.9%,4036.296,+0.8%,174.64,,+4.4%,-21.8%,-26.6%,-18.3%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,,Jan,Revenue,CY2028,4990.333,4559.0,-8.6%,4384.333,-3.8%,4415.75,+0.7%,4290.25,-2.8%,4216.5,-1.7%,4510.5,+7.0%,4428.5,-1.8%,4474.4,+1.0%,4557.0,+1.8%,4621.375,+1.4%,4553.0,-1.5%,174.64,,+2.8%,-21.8%,-26.6%,-18.3%
GOOG,Watchlist,,Communication Services,Media & Entertainment,,Dec,Revenue,CY2025,310055.35,329135.0,+6.2%,323351.353,-1.8%,331159.633,+2.4%,333138.083,+0.6%,330921.111,-0.7%,339511.735,+2.6%,332770.852,-2.0%,331056.03,-0.5%,337473.452,+1.9%,340649.344,+0.9%,340854.848,+0.1%,297.66,,+2.4%,-5.1%,-5.4%,+101.5%
GOOG,Watchlist,,Communication Services,Media & Entertainment,,Dec,Revenue,CY2026,335311.636,366774.846,+9.4%,356946.125,-2.7%,373076.722,+4.5%,367444.923,-1.5%,369604.526,+0.6%,374946.4,+1.4%,368737.44,-1.7%,368092.97,-0.2%,377500.857,+2.6%,389645.679,+3.2%,405352.969,+4.0%,297.66,,+9.9%,-5.1%,-5.4%,+101.5%
GOOG,Watchlist,,Communication Services,Media & Entertainment,,Dec,Revenue,CY2027,362041.0,399474.0,+10.3%,393835.429,-1.4%,391300.0,-0.6%,423053.4,+8.1%,415241.667,-1.8%,409819.5,-1.3%,413113.846,+0.8%,408258.947,-1.2%,423366.5,+3.7%,442153.583,+4.4%,469197.625,+6.1%,297.66,,+13.6%,-5.1%,-5.4%,+101.5%
GOOG,Watchlist,,Communication Services,Media & Entertainment,,Dec,Revenue,CY2028,385053.167,433490.429,+12.6%,420455.333,-3.0%,421853.571,+0.3%,444238.4,+5.3%,453987.714,+2.2%,454488.556,+0.1%,454210.714,-0.1%,452075.417,-0.5%,471772.125,+4.4%,504223.875,+6.9%,537683.273,+6.6%,297.66,,+18.4%,-5.1%,-5.4%,+101.5%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Aug,Revenue,CY2025,28769.238,30203.517,+5.0%,31592.667,+4.6%,34753.0,+10.0%,38176.429,+9.9%,38300.667,+0.3%,35618.278,-7.0%,35431.636,-0.5%,36791.156,+3.8%,37177.154,+1.0%,,,,,377.76,,-2.9%,+32.4%,+10.0%,+483.7%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Aug,Revenue,CY2026,36226.0,34307.375,-5.3%,35021.091,+2.1%,38600.375,+10.2%,43032.333,+11.5%,45756.08,+6.3%,44651.389,-2.4%,45505.152,+1.9%,47643.8,+4.7%,52279.048,+9.7%,71339.22,+36.5%,105701.2,+48.2%,377.76,,+132.3%,+32.4%,+10.0%,+483.7%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Aug,Revenue,CY2027,40951.0,41437.5,+1.2%,44754.5,+8.0%,46920.5,+4.8%,50930.667,+8.5%,48970.4,-3.8%,43583.688,-11.0%,48417.545,+11.1%,50505.313,+4.3%,57928.5,+14.7%,88688.263,+53.1%,162702.614,+83.5%,377.76,,+236.0%,+32.4%,+10.0%,+483.7%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Aug,Revenue,CY2028,51102.0,45019.5,-11.9%,48648.0,+8.1%,50889.0,+4.6%,55863.0,+9.8%,54711.5,-2.1%,53072.0,-3.0%,56386.5,+6.2%,63804.0,+13.2%,55253.9,-13.4%,86326.0,+56.2%,160106.84,+85.5%,377.76,,+183.9%,+32.4%,+10.0%,+483.7%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Jun,Revenue,CY2025,16830.55,17414.6,+3.5%,17310.654,-0.6%,17619.92,+1.8%,17719.154,+0.6%,17374.308,-1.9%,17318.88,-0.3%,17787.375,+2.7%,18253.7,+2.6%,18262.032,+0.0%,,,,,220.65,,+5.1%,+28.9%,+6.6%,+273.4%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Jun,Revenue,CY2026,18677.667,19870.667,+6.4%,19643.333,-1.1%,20485.533,+4.3%,20768.111,+1.4%,20306.167,-2.2%,19401.818,-4.5%,18164.48,-6.4%,18713.379,+3.0%,20047.069,+7.1%,21267.536,+6.1%,22413.4,+5.4%,220.65,,+23.4%,+28.9%,+6.6%,+273.4%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Jun,Revenue,CY2027,23858.0,17145.667,-28.1%,22000.0,+28.3%,22852.5,+3.9%,23113.0,+1.1%,21963.8,-5.0%,21236.643,-3.3%,20320.647,-4.3%,20847.333,+2.6%,22028.261,+5.7%,23921.0,+8.6%,27927.533,+16.7%,220.65,,+37.4%,+28.9%,+6.6%,+273.4%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,,Jun,Revenue,CY2028,,22215.0,,22635.0,+1.9%,22724.0,+0.4%,22919.0,+0.9%,22522.5,-1.7%,24698.5,+9.7%,22591.667,-8.5%,22766.5,+0.8%,24187.143,+6.2%,25873.8,+7.0%,30780.235,+19.0%,220.65,,+36.2%,+28.9%,+6.6%,+273.4%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2025,11051.185,11474.857,+3.8%,11755.571,+2.4%,11807.0,+0.4%,12062.472,+2.2%,12390.902,+2.7%,12697.119,+2.5%,13005.548,+2.4%,12842.488,-1.3%,13229.929,+3.0%,13756.977,+4.0%,13745.267,-0.1%,155.07,,+5.7%,-31.5%,-32.4%,-5.0%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2026,12738.917,13117.692,+3.0%,13410.625,+2.2%,13563.818,+1.1%,13870.5,+2.3%,14406.3,+3.9%,14777.529,+2.6%,15362.625,+4.0%,15270.756,-0.6%,16084.098,+5.3%,17819.886,+10.8%,17825.933,+0.0%,155.07,,+16.0%,-31.5%,-32.4%,-5.0%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2027,14514.778,14941.9,+2.9%,15067.818,+0.8%,14931.909,-0.9%,15198.417,+1.8%,16051.143,+5.6%,16529.471,+3.0%,17848.667,+8.0%,17796.167,-0.3%,19058.852,+7.1%,21112.971,+10.8%,21337.159,+1.1%,155.07,,+19.5%,-31.5%,-32.4%,-5.0%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2028,16215.5,16581.143,+2.3%,16612.5,+0.2%,16729.222,+0.7%,16784.273,+0.3%,17676.818,+5.3%,18510.615,+4.7%,20338.143,+9.9%,20494.571,+0.8%,22217.938,+8.4%,24580.526,+10.6%,24987.76,+1.7%,155.07,,+22.9%,-31.5%,-32.4%,-5.0%
MSFT,Watchlist,,Information Technology,Software & Services,,Jun,Revenue,CY2025,264629.909,267643.893,+1.1%,276827.925,+3.4%,279564.698,+1.0%,280032.962,+0.2%,280689.232,+0.2%,278751.431,-0.7%,277141.055,-0.6%,278964.231,+0.7%,279004.862,+0.0%,,,,,372.88,,-0.6%,-22.9%,-22.1%,+3.6%
MSFT,Watchlist,,Information Technology,Software & Services,,Jun,Revenue,CY2026,302605.6,307308.577,+1.6%,316288.5,+2.9%,320657.425,+1.4%,321137.512,+0.1%,324241.089,+1.0%,318582.039,-1.7%,314424.75,-1.3%,316772.862,+0.7%,323048.161,+2.0%,326334.533,+1.0%,327639.5,+0.4%,372.88,,+4.2%,-22.9%,-22.1%,+3.6%
MSFT,Watchlist,,Information Technology,Software & Services,,Jun,Revenue,CY2027,350971.714,351910.625,+0.3%,358061.714,+1.7%,368927.9,+3.0%,371172.636,+0.6%,375011.484,+1.0%,365386.31,-2.6%,351842.333,-3.7%,362604.761,+3.1%,369917.434,+2.0%,375195.881,+1.4%,378442.0,+0.9%,372.88,,+7.6%,-22.9%,-22.1%,+3.6%
MSFT,Watchlist,,Information Technology,Software & Services,,Jun,Revenue,CY2028,402703.5,393038.25,-2.4%,401141.833,+2.1%,416341.625,+3.8%,416931.429,+0.1%,447360.889,+7.3%,417551.833,-6.7%,410341.222,-1.7%,424419.8,+3.4%,425257.259,+0.2%,434034.088,+2.1%,441155.943,+1.6%,372.88,,+7.5%,-22.9%,-22.1%,+3.6%
BX,Watchlist,,Financials,Financial Services,,Dec,Revenue,CY2025,15128.9,15486.375,+2.4%,15429.818,-0.4%,14609.0,-5.3%,14269.545,-2.3%,14280.083,+0.1%,14372.571,+0.6%,13560.091,-5.7%,12127.615,-10.6%,12530.727,+3.3%,12746.222,+1.7%,12722.909,-0.2%,112.24,,-6.2%,-27.2%,-31.0%,-10.2%
BX,Watchlist,,Financials,Financial Services,,Dec,Revenue,CY2026,,15259.0,,15912.0,+4.3%,16412.667,+3.1%,16012.0,-2.4%,16339.111,+2.0%,16497.615,+1.0%,16499.727,+0.0%,15657.615,-5.1%,15939.636,+1.8%,15805.091,-0.8%,15620.818,-1.2%,112.24,,-5.3%,-27.2%,-31.0%,-10.2%
BX,Watchlist,,Financials,Financial Services,,Dec,Revenue,CY2027,,17127.0,,16990.0,-0.8%,,,,,19061.0,+12.2%,19746.667,+3.6%,19538.5,-1.1%,19190.75,-1.8%,19553.286,+1.9%,19339.875,-1.1%,19054.692,-1.5%,112.24,,-2.5%,-27.2%,-31.0%,-10.2%
BX,Watchlist,,Financials,Financial Services,,Dec,Revenue,CY2028,,,,19363.0,,,,,,,,22913.0,+18.3%,21097.667,-7.9%,20369.667,-3.5%,21742.667,+6.7%,19996.333,-8.0%,19723.429,-1.4%,112.24,,-6.5%,-27.2%,-31.0%,-10.2%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2025,24991.13,25917.957,+3.7%,25945.667,+0.1%,25199.5,-2.9%,25172.6,-0.1%,24760.939,-1.6%,25441.086,+2.7%,25287.914,-0.6%,25798.273,+2.0%,26345.314,+2.1%,26687.889,+1.3%,26703.583,+0.1%,176.19,,+5.6%,-17.8%,-19.1%,+3.8%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2026,27035.9,28054.2,+3.8%,28123.909,+0.2%,27491.389,-2.2%,27417.85,-0.3%,26866.083,-2.0%,27689.276,+3.1%,27492.694,-0.7%,27889.441,+1.4%,28600.171,+2.5%,29106.75,+1.8%,29946.694,+2.9%,176.19,,+8.9%,-17.8%,-19.1%,+3.8%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2027,29252.7,30514.1,+4.3%,30621.875,+0.4%,29586.111,-3.4%,29756.5,+0.6%,28958.333,-2.7%,29881.533,+3.2%,29849.81,-0.1%,30249.0,+1.3%,30986.75,+2.4%,31514.643,+1.7%,32508.278,+3.2%,176.19,,+8.9%,-17.8%,-19.1%,+3.8%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,,Dec,Revenue,CY2028,31350.0,32807.2,+4.6%,33597.667,+2.4%,31885.375,-5.1%,31801.444,-0.3%,31018.8,-2.5%,32289.545,+4.1%,32157.909,-0.4%,32742.636,+1.8%,33556.455,+2.5%,34065.688,+1.5%,35055.591,+2.9%,176.19,,+9.0%,-17.8%,-19.1%,+3.8%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,,Aug,Revenue,CY2025,270911.44,270599.806,-0.1%,270400.206,-0.1%,272475.871,+0.8%,273393.267,+0.3%,273073.061,-0.1%,272511.879,-0.2%,274555.323,+0.7%,274954.655,+0.1%,275078.688,+0.0%,,,,,1018.55,,+0.7%,+18.1%,+14.6%,+11.1%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,,Aug,Revenue,CY2026,294181.222,288559.438,-1.9%,288247.526,-0.1%,292516.059,+1.5%,290941.333,-0.5%,291275.786,+0.1%,291122.414,-0.1%,293843.448,+0.9%,295386.444,+0.5%,296917.233,+0.5%,296941.464,+0.0%,298620.107,+0.6%,1018.55,,+1.6%,+18.1%,+14.6%,+11.1%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,,Aug,Revenue,CY2027,314144.556,308101.8,-1.9%,310677.2,+0.8%,310843.143,+0.1%,312949.143,+0.7%,310240.235,-0.9%,309683.0,-0.2%,312872.545,+1.0%,316205.95,+1.1%,319278.714,+1.0%,319032.714,-0.1%,321381.821,+0.7%,1018.55,,+2.7%,+18.1%,+14.6%,+11.1%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,,Aug,Revenue,CY2028,333336.429,330271.222,-0.9%,331085.889,+0.2%,332558.5,+0.4%,335298.833,+0.8%,330260.714,-1.5%,332961.444,+0.8%,336853.667,+1.2%,334134.714,-0.8%,342308.333,+2.4%,343390.267,+0.3%,346941.438,+1.0%,1018.55,,+3.0%,+18.1%,+14.6%,+11.1%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Sep,Revenue,CY2025,,,,,,,,42314.848,,42172.857,-0.3%,42234.273,+0.1%,43374.176,+2.7%,43443.6,+0.2%,43672.273,+0.5%,43685.212,+0.0%,,,125.73,,+3.4%,-26.5%,-31.1%,-1.4%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Sep,Revenue,CY2026,,,,,,,,45159.85,,45355.083,+0.4%,45024.833,-0.7%,45121.353,+0.2%,44065.286,-2.3%,44577.0,+1.2%,45618.516,+2.3%,43815.029,-4.0%,125.73,,-2.9%,-26.5%,-31.1%,-1.4%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Sep,Revenue,CY2027,,,,,,,,45148.5,,46752.8,+3.6%,45964.231,-1.7%,45798.875,-0.4%,45199.45,-1.3%,46158.333,+2.1%,46373.097,+0.5%,44140.794,-4.8%,125.73,,-3.6%,-26.5%,-31.1%,-1.4%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Sep,Revenue,CY2028,,,,,,,,51019.0,,53935.0,+5.7%,50670.0,-6.1%,49825.333,-1.7%,47488.5,-4.7%,47413.667,-0.2%,48845.077,+3.0%,47347.529,-3.1%,125.73,,-5.0%,-26.5%,-31.1%,-1.4%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Dec,Revenue,CY2025,,,,,,,,36422.947,,36215.316,-0.6%,32155.316,-11.2%,32736.879,+1.8%,32288.333,-1.4%,32362.05,+0.2%,32481.844,+0.4%,32503.385,+0.1%,1161.0,,-0.7%,+26.0%,+10.4%,+111.1%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Dec,Revenue,CY2026,,,,,,,,39827.593,,39800.9,-0.1%,36949.229,-7.2%,36867.556,-0.2%,35045.756,-4.9%,33648.5,-4.0%,34327.947,+2.0%,37680.605,+9.8%,1161.0,,+2.2%,+26.0%,+10.4%,+111.1%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Dec,Revenue,CY2027,,,,,,,,43888.4,,44176.556,+0.7%,40564.0,-8.2%,40728.905,+0.4%,39486.286,-3.1%,37745.5,-4.4%,39372.429,+4.3%,44355.119,+12.7%,1161.0,,+8.9%,+26.0%,+10.4%,+111.1%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Dec,Revenue,CY2028,,,,,,,,48434.444,,48758.556,+0.7%,44665.714,-8.4%,44915.625,+0.6%,43345.909,-3.5%,41615.0,-4.0%,42913.0,+3.1%,49214.889,+14.7%,1161.0,,+9.6%,+26.0%,+10.4%,+111.1%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Oct,Revenue,CY2025,,,,,,,,30047.0,,30280.818,+0.8%,29226.968,-3.5%,28775.129,-1.5%,28776.129,+0.0%,28268.276,-1.8%,28239.903,-0.1%,,,352.62,,-3.4%,+37.2%,+19.1%,+177.8%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Oct,Revenue,CY2026,,,,,,,,32585.095,,31636.87,-2.9%,30784.286,-2.7%,30564.233,-0.7%,30527.188,-0.1%,29034.433,-4.9%,28861.667,-0.6%,31478.909,+9.1%,352.62,,+3.0%,+37.2%,+19.1%,+177.8%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Oct,Revenue,CY2027,,,,,,,,33906.0,,34203.0,+0.9%,33391.0,-2.4%,32710.75,-2.0%,32556.118,-0.5%,31519.737,-3.2%,32596.655,+3.4%,37575.212,+15.3%,352.62,,+14.9%,+37.2%,+19.1%,+177.8%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,,Oct,Revenue,CY2028,,,,,,,,37356.0,,37026.5,-0.9%,36238.0,-2.1%,34409.25,-5.0%,33797.6,-1.8%,32844.75,-2.8%,34065.571,+3.7%,40905.6,+20.1%,352.62,,+18.9%,+37.2%,+19.1%,+177.8%
KKR,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2025,,,,,,,,8671.692,,10583.143,+22.0%,9392.923,-11.2%,9204.923,-2.0%,7726.714,-16.1%,8164.364,+5.7%,8207.875,+0.5%,7829.8,-4.6%,91.05,,-14.9%,-28.6%,-33.0%,-1.9%
KKR,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2026,,,,,,,,9976.667,,11434.444,+14.6%,12072.333,+5.6%,9947.769,-17.6%,11597.2,+16.6%,10659.909,-8.1%,13213.4,+24.0%,11102.857,-16.0%,91.05,,+11.6%,-28.6%,-33.0%,-1.9%
KKR,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2027,,,,,,,,11542.0,,11542.0,+0.0%,12874.0,+11.5%,12971.5,+0.8%,14358.444,+10.7%,12805.333,-10.8%,14993.0,+17.1%,13616.333,-9.2%,91.05,,+5.0%,-28.6%,-33.0%,-1.9%
KKR,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2028,,,,,,,,12456.0,,12456.0,+0.0%,,,16658.0,+33.7%,22480.333,+35.0%,22984.333,+2.2%,27869.5,+21.3%,14232.0,-48.9%,91.05,,-14.6%,-28.6%,-33.0%,-1.9%
BAM,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2025,,,,,,,,5794.5,,5463.7,-5.7%,5506.333,+0.8%,5316.462,-3.4%,5278.571,-0.7%,5293.364,+0.3%,5355.615,+1.2%,5392.286,+0.7%,44.22,,+1.4%,-15.6%,-19.8%,-0.0%
BAM,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2026,,,,,,,,4265.0,,6382.833,+49.7%,6389.0,+0.1%,6170.308,-3.4%,5979.143,-3.1%,6035.1,+0.9%,6068.167,+0.5%,6215.308,+2.4%,44.22,,+0.7%,-15.6%,-19.8%,-0.0%
BAM,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2027,,,,,,,,,,,,,,6924.286,,6807.5,-1.7%,6945.167,+2.0%,6914.091,-0.4%,7201.833,+4.2%,44.22,,+4.0%,-15.6%,-19.8%,-0.0%
BAM,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2028,,,,,,,,,,,,,,7794.5,,7649.0,-1.9%,7433.0,-2.8%,7882.0,+6.0%,8115.0,+3.0%,44.22,,+4.1%,-15.6%,-19.8%,-0.0%
ARES,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2025,,,,,,,,4654.25,,4627.182,-0.6%,4870.429,+5.3%,4713.571,-3.2%,4612.75,-2.1%,4372.857,-5.2%,4384.714,+0.3%,4433.4,+1.1%,102.83,,-5.9%,-36.4%,-41.6%,-12.9%
ARES,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2026,,,,,,,,5804.8,,5634.375,-2.9%,5817.429,+3.2%,5891.571,+1.3%,5744.375,-2.5%,5293.143,-7.9%,5455.75,+3.1%,5517.25,+1.1%,102.83,,-6.4%,-36.4%,-41.6%,-12.9%
ARES,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2027,,,,,,,,,,,,8033.0,,6830.0,-15.0%,6727.667,-1.5%,6458.5,-4.0%,6517.143,+0.9%,6458.0,-0.9%,102.83,,-5.4%,-36.4%,-41.6%,-12.9%
ARES,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2028,,,,,,,,,,,,,,,,,,,,6904.0,,7287.5,+5.6%,102.83,,,-36.4%,-41.6%,-12.9%
OWL,Extended,Uncategorized,Financials,Financial Services,,Dec,Revenue,CY2025,,,,,,,,2744.231,,2823.071,+2.9%,2859.769,+1.3%,2818.533,-1.4%,2704.429,-4.0%,2675.786,-1.1%,2668.313,-0.3%,2657.0,-0.4%,8.45,,-5.7%,-43.4%,-47.3%,-46.9%
